Start	Duration	Audio I/O Thread	Client Process	Input Sample Time	Input Host Time	Output Sample Time	Output Host Time	
00:06.362.806	219.38 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	170,724	6488914980421	172,772	6488916094979	
00:06.386.002	251.25 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	171,748	6488915537700	173,796	6488916652257	
00:06.409.238	263.33 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	172,772	6488916094979	174,820	6488917209536	
00:06.432.467	223.62 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	173,796	6488916652257	175,844	6488917766815	
00:06.455.718	215.79 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	174,820	6488917209536	176,868	6488918324093	
00:06.478.903	177.12 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	175,844	6488917766815	177,892	6488918881372	
00:06.502.139	286.75 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	176,868	6488918324093	178,916	6488919438650	
00:06.525.329	119.92 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	177,892	6488918881372	179,940	6488919995929	
00:06.548.534	135.67 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	178,916	6488919438650	180,964	6488920553208	
00:06.571.764	131.17 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	179,940	6488919995929	181,988	6488921110486	
00:06.594.980	185.12 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	180,964	6488920553208	183,012	6488921667765	
00:06.618.216	200.92 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	181,988	6488921110486	184,036	6488922225044	
00:06.641.449	189.50 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	183,012	6488921667765	185,060	6488922782322	
00:06.664.658	143.17 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	184,036	6488922225044	186,084	6488923339601	
00:06.687.893	279.25 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	185,060	6488922782322	187,108	6488923896880	
00:06.711.120	143.33 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	186,084	6488923339601	188,132	6488924454158	
00:06.734.318	163.83 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	187,108	6488923896880	189,156	6488925011437	
00:06.757.548	321.29 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	188,132	6488924454158	190,180	6488925568716	
00:06.780.780	147.38 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	189,156	6488925011437	191,204	6488926125994	
00:06.803.994	164.71 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	190,180	6488925568716	192,228	6488926683273	
00:06.827.219	217.04 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	191,204	6488926125994	193,252	6488927240551	
00:06.850.380	112.42 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	192,228	6488926683273	194,276	6488927797830	
00:06.873.613	178.38 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	193,252	6488927240551	195,300	6488928355109	
00:06.896.848	184.71 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	194,276	6488927797830	196,324	6488928912387	
00:06.920.086	197.42 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	195,300	6488928355109	197,348	6488929469666	
00:06.943.294	183.75 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	196,324	6488928912387	198,372	6488930026945	
00:06.966.512	202.83 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	197,348	6488929469666	199,396	6488930584223	
00:06.989.725	182.83 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	198,372	6488930026945	200,420	6488931141502	
00:07.012.976	219.08 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	199,396	6488930584223	201,444	6488931698781	
00:07.036.206	319.71 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	200,420	6488931141502	202,468	6488932256059	
00:07.059.440	234.79 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	201,444	6488931698781	203,492	6488932813338	
00:07.082.609	177.29 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	202,468	6488932256059	204,516	6488933370617	
00:07.105.856	212.04 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	203,492	6488932813338	205,540	6488933927895	
00:07.129.048	181.12 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	204,516	6488933370617	206,564	6488934485174	
00:07.152.265	179.38 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	205,540	6488933927895	207,588	6488935042452	
00:07.175.478	178.46 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	206,564	6488934485174	208,612	6488935599731	
00:07.198.742	247.62 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	207,588	6488935042452	209,636	6488936157010	
00:07.221.934	261.79 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	208,612	6488935599731	210,660	6488936714288	
00:07.245.171	205.96 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	209,636	6488936157010	211,684	6488937271567	
00:07.268.387	207.29 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	210,660	6488936714288	212,708	6488937828846	
00:07.291.610	241.29 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	211,684	6488937271567	213,732	6488938386124	
00:07.314.817	186.58 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	212,708	6488937828846	214,756	6488938943403	
00:07.338.021	178.54 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	213,732	6488938386124	215,780	6488939500682	
00:07.361.232	192.38 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	214,756	6488938943403	216,804	6488940057960	
00:07.384.577	182.96 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	215,780	6488939500682	217,828	6488940615239	
00:07.407.665	1.00 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	216,804	6488940057960	218,852	6488941172517	
00:07.430.904	1.46 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	217,828	6488940615239	219,876	6488941729796	
00:07.454.127	971.08 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	218,852	6488941172517	220,900	6488942287075	
00:07.477.362	2.00 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	219,876	6488941729796	221,924	6488942844353	
00:07.500.573	2.19 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	220,900	6488942287075	222,948	6488943401632	
00:07.523.782	1.18 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	221,924	6488942844353	223,972	6488943958911	
00:07.547.042	1.86 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	222,948	6488943401632	224,996	6488944516189	
00:07.570.253	1.89 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	223,972	6488943958911	226,020	6488945073468	
00:07.593.475	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	224,996	6488944516189	227,044	6488945630747	
00:07.616.684	2.11 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	226,020	6488945073468	228,068	6488946188025	
00:07.639.914	1.83 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	227,044	6488945630747	229,092	6488946745304	
00:07.663.132	2.19 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	228,068	6488946188025	230,116	6488947302583	
00:07.686.366	2.39 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	229,092	6488946745304	231,140	6488947859861	
00:07.709.584	2.40 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	230,116	6488947302583	232,164	6488948417140	
00:07.732.786	1.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	231,140	6488947859861	233,188	6488948974418	
00:07.756.024	2.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	232,164	6488948417140	234,212	6488949531697	
00:07.779.222	1.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	233,188	6488948974418	235,236	6488950088976	
00:07.802.466	2.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	234,212	6488949531697	236,260	6488950646254	
00:07.825.697	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	235,236	6488950088976	237,284	6488951203533	
00:07.848.892	1.58 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	236,260	6488950646254	238,308	6488951760812	
00:07.872.121	1.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	237,284	6488951203533	239,332	6488952318090	
00:07.895.345	2.44 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	238,308	6488951760812	240,356	6488952875369	
00:07.918.557	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	239,332	6488952318090	241,380	6488953432648	
00:07.941.773	1.48 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	240,356	6488952875369	242,404	6488953989926	
00:07.964.987	1.74 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	241,380	6488953432648	243,428	6488954547205	
00:07.988.219	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	242,404	6488953989926	244,452	6488955104484	
00:08.011.442	1.78 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	243,428	6488954547205	245,476	6488955661762	
00:08.034.666	2.40 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	244,452	6488955104484	246,500	6488956219041	
00:08.057.854	1.12 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	245,476	6488955661762	247,524	6488956776319	
00:08.081.110	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	246,500	6488956219041	248,548	6488957333598	
00:08.104.319	2.03 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	247,524	6488956776319	249,572	6488957890877	
00:08.127.538	2.41 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	248,548	6488957333598	250,596	6488958448155	
00:08.150.736	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	249,572	6488957890877	251,620	6488959005434	
00:08.173.974	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	250,596	6488958448155	252,644	6488959562713	
00:08.197.178	1.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	251,620	6488959005434	253,668	6488960119991	
00:08.220.430	2.26 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	252,644	6488959562713	254,692	6488960677270	
00:08.243.644	2.38 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	253,668	6488960119991	255,716	6488961234549	
00:08.266.859	1.74 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	254,692	6488960677270	256,740	6488961791827	
00:08.290.078	1.65 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	255,716	6488961234549	257,764	6488962349106	
00:08.313.294	2.14 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	256,740	6488961791827	258,788	6488962906384	
00:08.336.508	1.71 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	257,764	6488962349106	259,812	6488963463663	
00:08.359.750	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	258,788	6488962906384	260,836	6488964020942	
00:08.382.927	1.06 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	259,812	6488963463663	261,860	6488964578220	
00:08.406.167	1.87 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	260,836	6488964020942	262,884	6488965135499	
00:08.429.385	1.45 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	261,860	6488964578220	263,908	6488965692778	
00:08.452.613	2.05 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	262,884	6488965135499	264,932	6488966250056	
00:08.475.831	2.19 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	263,908	6488965692778	265,956	6488966807335	
00:08.499.049	1.49 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	264,932	6488966250056	266,980	6488967364614	
00:08.522.283	2.06 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	265,956	6488966807335	268,004	6488967921892	
00:08.545.485	1.83 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	266,980	6488967364614	269,028	6488968479171	
00:08.568.739	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	268,004	6488967921892	270,052	6488969036450	
00:08.591.921	2.12 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	269,028	6488968479171	271,076	6488969593728	
00:08.615.150	1.65 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	270,052	6488969036450	272,100	6488970151007	
00:08.638.372	1.98 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	271,076	6488969593728	273,124	6488970708285	
00:08.661.583	2.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	272,100	6488970151007	274,148	6488971265564	
00:08.684.826	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	273,124	6488970708285	275,172	6488971822843	
00:08.708.023	1.94 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	274,148	6488971265564	276,196	6488972380121	
00:08.731.251	1.06 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	275,172	6488971822843	277,220	6488972937400	
00:08.754.462	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	276,196	6488972380121	278,244	6488973494679	
00:08.777.697	1.94 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	277,220	6488972937400	279,268	6488974051957	
00:08.800.942	2.36 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	278,244	6488973494679	280,292	6488974609236	
00:08.824.137	1.50 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	279,268	6488974051957	281,316	6488975166515	
00:08.847.358	2.08 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	280,292	6488974609236	282,340	6488975723793	
00:08.870.591	2.26 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	281,316	6488975166515	283,364	6488976281072	
00:08.893.807	2.38 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	282,340	6488975723793	284,388	6488976838351	
00:08.917.023	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	283,364	6488976281072	285,412	6488977395629	
00:08.940.222	1.64 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	284,388	6488976838351	286,436	6488977952908	
00:08.963.441	1.52 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	285,412	6488977395629	287,460	6488978510186	
00:08.986.673	2.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	286,436	6488977952908	288,484	6488979067465	
00:09.009.908	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	287,460	6488978510186	289,508	6488979624744	
00:09.033.105	1.87 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	288,484	6488979067465	290,532	6488980182022	
00:09.056.347	1.83 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	289,508	6488979624744	291,556	6488980739301	
00:09.079.545	1.18 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	290,532	6488980182022	292,580	6488981296580	
00:09.102.801	2.38 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	291,556	6488980739301	293,604	6488981853858	
00:09.126.005	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	292,580	6488981296580	294,628	6488982411137	
00:09.149.220	1.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	293,604	6488981853858	295,652	6488982968416	
00:09.172.426	1.09 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	294,628	6488982411137	296,676	6488983525694	
00:09.195.671	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	295,652	6488982968416	297,700	6488984082973	
00:09.218.893	2.47 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	296,676	6488983525694	298,724	6488984640252	
00:09.242.096	1.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	297,700	6488984082973	299,748	6488985197530	
00:09.265.285	1.60 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	298,724	6488984640252	300,772	6488985754809	
00:09.288.513	1.14 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	299,748	6488985197530	301,796	6488986312087	
00:09.311.768	1.64 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	300,772	6488985754809	302,820	6488986869366	
00:09.334.979	2.39 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	301,796	6488986312087	303,844	6488987426645	
00:09.358.183	1.57 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	302,820	6488986869366	304,868	6488987983923	
00:09.381.416	1.90 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	303,844	6488987426645	305,892	6488988541202	
00:09.404.619	1.87 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	304,868	6488987983923	306,916	6488989098481	
00:09.427.872	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	305,892	6488988541202	307,940	6488989655759	
00:09.451.097	2.36 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	306,916	6488989098481	308,964	6488990213038	
00:09.474.294	1.46 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	307,940	6488989655759	309,988	6488990770317	
00:09.497.496	1.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	308,964	6488990213038	311,012	6488991327595	
00:09.520.728	1.64 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	309,988	6488990770317	312,036	6488991884874	
00:09.543.992	1.76 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	311,012	6488991327595	313,060	6488992442152	
00:09.567.187	2.42 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	312,036	6488991884874	314,084	6488992999431	
00:09.590.386	1.06 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	313,060	6488992442152	315,108	6488993556710	
00:09.613.628	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	314,084	6488992999431	316,132	6488994113988	
00:09.636.828	1.97 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	315,108	6488993556710	317,156	6488994671267	
00:09.660.066	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	316,132	6488994113988	318,180	6488995228546	
00:09.683.254	1.69 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	317,156	6488994671267	319,204	6488995785824	
00:09.706.474	1.10 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	318,180	6488995228546	320,228	6488996343103	
00:09.729.708	2.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	319,204	6488995785824	321,252	6488996900382	
00:09.752.941	1.92 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	320,228	6488996343103	322,276	6488997457660	
00:09.776.154	2.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	321,252	6488996900382	323,300	6488998014939	
00:09.799.367	1.06 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	322,276	6488997457660	324,324	6488998572218	
00:09.822.610	2.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	323,300	6488998014939	325,348	6488999129496	
00:09.845.828	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	324,324	6488998572218	326,372	6488999686775	
00:09.869.036	2.13 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	325,348	6488999129496	327,396	6489000244053	
00:09.892.254	2.01 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	326,372	6488999686775	328,420	6489000801332	
00:09.915.484	1.62 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	327,396	6489000244053	329,444	6489001358611	
00:09.938.691	1.19 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	328,420	6489000801332	330,468	6489001915889	
00:09.961.935	2.40 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	329,444	6489001358611	331,492	6489002473168	
00:09.985.131	2.26 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	330,468	6489001915889	332,516	6489003030447	
00:10.008.349	1.75 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	331,492	6489002473168	333,540	6489003587725	
00:10.031.570	1.72 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	332,516	6489003030447	334,564	6489004145004	
00:10.054.777	1.73 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	333,540	6489003587725	335,588	6489004702283	
00:10.078.016	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	334,564	6489004145004	336,612	6489005259561	
00:10.101.238	2.36 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	335,588	6489004702283	337,636	6489005816840	
00:10.124.427	1.05 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	336,612	6489005259561	338,660	6489006374119	
00:10.147.662	1.46 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	337,636	6489005816840	339,684	6489006931397	
00:10.170.884	1.20 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	338,660	6489006374119	340,708	6489007488676	
00:10.194.132	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	339,684	6489006931397	341,732	6489008045954	
00:10.217.361	2.53 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	340,708	6489007488676	342,756	6489008603233	
00:10.240.517	1.03 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	341,732	6489008045954	343,780	6489009160512	
